County,Post Office Location,Zip Code,Total  SNAP Households, Average Monthly SNAP Benefit per Household , Total Benefits Distributed 12/13 ,Total SNAP Recipients,Average Benefit per Recipient,Average Benefit per Meal ,Recipients 0-17,Recipients 18-64,Recipients 65+,Total Income-Eligible Individuals,Income-Eligible 0-17,Income-Eligible 18-64,Income-Eligible 65+,Total Income-Eligible but not Receiving ,Income-Eligible but not Receiving 0-17,Income-Eligible but not Receiving  18-64,Income-Eligible but not Receiving 65+,Total Participation Rate,Participation Rate 0-17,Participation Rate 18-64,Participation Rate 65+
Fort Bend,Stafford,77497,53, $278.62 ," $14,767.00 ",134, $110.20 , $1.22 ,82,42,10,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Fort Bend,Fulshear,77441,78, $220.95 ," $17,234.00 ",162, $106.38 , $1.18 ,77,73,12,680,417,229,35,519,340,156,23,24%,18%,32%,35%
Fort Bend,Richmond,77407,692, $272.75 ," $188,741.00 ",1638, $115.23 , $1.28 ,804,587,247,3685,1361,2086,238,2056,557,1499,0,44%,59%,28%,100%
Fort Bend,Thompsons,77481,13, $191.85 ," $2,494.00 ",22, $113.36 , $1.26 ,9,9,4,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Fort Bend,Simonton,77476,48, $199.65 ," $9,583.00 ",89, $107.67 , $1.20 ,38,40,11,31,12,19,0,0,0,0,0,100%,100%,100%,0%
Franklin,Mount Vernon,75457,346, $235.28 ," $81,408.00 ",816, $99.76 , $1.11 ,411,361,44,1451,648,607,195,634,237,246,151,56%,63%,59%,23%
Freestone,Donie,75838,21, $272.62 ," $5,725.00 ",49, $116.84 , $1.30 ,25,22,2,64,11,26,27,29,0,4,25,76%,100%,86%,7%
Freestone,Teague,75860,276, $241.41 ," $66,628.00 ",637, $104.60 , $1.16 ,337,249,51,958,350,510,97,320,13,261,46,67%,96%,49%,53%
Freestone,Kirvin,75848,5, $189.80 , $949.00 ,12, $79.08 , $0.88 ,6,5,1,11,3,8,0,3,0,3,0,100%,100%,61%,0%
Freestone,Fairfield,75840,301, $234.87 ," $70,697.00 ",676, $104.58 , $1.16 ,355,269,52,1275,345,643,287,609,0,374,235,53%,100%,42%,18%
Frio,Dilley,78017,336, $289.58 ," $97,298.00 ",909, $107.04 , $1.19 ,509,307,93,849,335,379,135,114,0,72,42,100%,100%,81%,69%
Frio,Pearsall,78061,914, $261.04 ," $238,594.00 ",2333, $102.27 , $1.14 ,1223,882,228,4236,1739,2102,394,1902,516,1220,166,55%,70%,42%,58%
Frio,Bigfoot,78005,23, $292.74 ," $6,733.00 ",67, $100.49 , $1.12 ,34,27,6,19,0,0,19,13,0,0,13,100%,0%,0%,32%
Frio,Moore,78057,40, $199.38 ," $7,975.00 ",85, $93.82 , $1.04 ,31,40,14,229,46,98,85,144,15,58,71,37%,68%,41%,16%
Gaines,Seagraves,79359,145, $240.67 ," $34,897.00 ",342, $102.04 , $1.13 ,178,122,42,819,351,363,105,477,173,241,63,42%,51%,34%,40%
Gaines,Loop,79342,2, $46.00 , $92.00 ,3, $30.67 , $0.34 ,0,0,3,201,124,74,3,198,124,74,0,1%,0%,0%,89%
Gaines,Seminole,79360,330, $220.50 ," $72,765.00 ",762, $95.49 , $1.06 ,388,259,115,2770,1230,1389,151,2008,842,1130,36,28%,32%,19%,76%
Galveston,League City,77574,30, $193.47 ," $5,804.00 ",56, $103.64 , $1.15 ,22,27,7,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Galveston,Galveston,77551,1189, $244.05 ," $290,171.00 ",2507, $115.74 , $1.29 ,1332,1023,152,4168,1400,2161,608,1662,68,1138,456,60%,95%,47%,25%
Galveston,League City,77573,985, $273.65 ," $269,549.00 ",2414, $111.66 , $1.24 ,1360,893,161,5609,1806,3479,324,3195,446,2586,163,43%,75%,26%,50%
Galveston,Texas City,77590,2301, $259.03 ," $596,027.00 ",5093, $117.03 , $1.30 ,2637,2176,280,8270,3408,4214,648,3177,771,2038,368,62%,77%,52%,43%
Galveston,Texas City,77592,147, $201.81 ," $29,666.00 ",272, $109.07 , $1.21 ,110,133,29,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Galveston,Galveston,77554,124, $238.02 ," $29,514.00 ",252, $117.12 , $1.30 ,110,122,20,1137,169,888,80,885,59,766,60,22%,65%,14%,25%
Galveston,Texas City,77591,1002, $268.58 ," $269,119.00 ",2385, $112.84 , $1.25 ,1272,1023,90,3116,1313,1503,301,732,41,480,211,77%,97%,68%,30%
Galveston,Port Bolivar,77650,94, $234.86 ," $22,077.00 ",197, $112.07 , $1.25 ,94,93,10,522,90,363,69,329,0,270,59,38%,100%,26%,14%
Galveston,Hitchcock,77563,664, $261.18 ," $173,426.00 ",1474, $117.66 , $1.31 ,788,624,62,2447,1025,1122,299,972,237,498,237,60%,77%,56%,21%
Galveston,La Marque,77568,1156, $258.98 ," $299,376.00 ",2590, $115.59 , $1.28 ,1351,1116,123,4294,1652,2260,381,1703,301,1144,258,60%,82%,49%,32%
Galveston,Friendswood,77549,12, $200.50 ," $2,406.00 ",26, $92.54 , $1.03 ,11,15,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Galveston,Dickinson,77539,1835, $280.89 ," $515,424.00 ",4436, $116.19 , $1.29 ,2560,1684,192,7653,3297,3857,499,3217,737,2173,307,58%,78%,44%,38%
Galveston,Galveston,77553,94, $166.00 ," $15,604.00 ",141, $110.67 , $1.23 ,46,80,15,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Galveston,Santa Fe,77517,192, $272.60 ," $52,339.00 ",459, $114.03 , $1.27 ,230,197,32,1171,363,745,62,711,133,548,30,39%,63%,26%,51%
Galveston,Gilchrist,77617,8, $94.88 , $759.00 ,8, $94.88 , $1.05 ,0,8,0,56,0,44,12,48,0,36,12,14%,0%,18%,0%
Galveston,Kemah,77565,116, $248.74 ," $28,854.00 ",254, $113.60 , $1.26 ,121,105,28,447,100,290,58,215,0,185,30,57%,100%,36%,48%
Galveston,High Island,77623,16, $244.75 ," $3,916.00 ",36, $108.78 , $1.21 ,15,21,0,63,17,32,15,28,2,11,15,57%,90%,67%,0%
Galveston,Bacliff,77518,683, $270.98 ," $185,076.00 ",1546, $119.71 , $1.33 ,840,625,81,2137,796,1099,242,635,0,474,161,72%,100%,57%,34%
Galveston,Galveston,77550,2025, $229.58 ," $464,899.00 ",3999, $116.25 , $1.29 ,1941,1759,299,8878,2708,5305,865,4879,767,3546,566,45%,72%,33%,35%
Galveston,Galveston,77555,2, $341.00 , $682.00 ,4, $170.50 , $1.89 ,2,2,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Galveston,Galveston,77552,65, $164.43 ," $10,688.00 ",103, $103.77 , $1.15 ,29,64,10,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Garza,Justiceburg,79330,1, $421.00 , $421.00 ,3, $140.33 , $1.56 ,2,1,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Garza,Post,79356,258, $223.35 ," $57,624.00 ",580, $99.35 , $1.10 ,272,249,59,1054,372,465,218,475,100,216,159,55%,73%,54%,27%
Gillespie,Doss,78618,2, $131.00 , $262.00 ,4, $65.50 , $0.73 ,1,1,2,63,13,23,26,58,12,22,24,6%,7%,4%,8%
Gillespie,Stonewall,78671,38, $298.50 ," $11,343.00 ",103, $110.13 , $1.22 ,56,42,5,158,45,64,49,66,0,22,44,65%,100%,66%,10%
Gillespie,Willow City,78675,6, $162.33 , $974.00 ,15, $64.93 , $0.72 ,7,4,4,14,0,0,14,10,0,0,10,100%,0%,0%,29%
Gillespie,Harper,78631,59, $255.53 ," $15,076.00 ",137, $110.04 , $1.22 ,62,66,9,333,48,275,10,210,0,209,1,41%,100%,24%,88%
Glasscock,Garden City,79739,9, $261.11 ," $2,350.00 ",24, $97.92 , $1.09 ,14,10,0,65,7,47,11,48,0,37,11,37%,100%,21%,0%
Goliad,Fannin,77960,10, $220.40 ," $2,204.00 ",24, $91.83 , $1.02 ,13,9,2,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Goliad,Berclair,78107,27, $209.44 ," $5,655.00 ",59, $95.85 , $1.06 ,28,21,10,72,0,66,6,45,0,45,0,82%,0%,32%,100%
Goliad,Weesatche,77993,5, $380.80 ," $1,904.00 ",15, $126.93 , $1.41 ,10,4,1,30,0,30,0,26,0,26,0,50%,0%,13%,0%
Gonzales,Ottine,78658,3, $289.00 , $867.00 ,12, $72.25 , $0.80 ,6,5,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Gonzales,Belmont,78604,2, $362.50 , $725.00 ,12, $60.42 , $0.67 ,9,3,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Gonzales,Leesville,78122,29, $206.00 ," $5,974.00 ",65, $91.91 , $1.02 ,25,28,12,161,10,112,39,111,0,84,27,40%,100%,25%,31%
Gonzales,Smiley,78159,58, $207.91 ," $12,059.00 ",123, $98.04 , $1.09 ,60,49,14,240,122,89,30,118,62,40,16,51%,49%,55%,47%
Gonzales,Wrightsboro,78677,4, $275.75 ," $1,103.00 ",10, $110.30 , $1.23 ,8,2,0,30,0,30,0,28,0,28,0,33%,0%,7%,0%
Gonzales,Cost,78614,11, $217.91 ," $2,397.00 ",24, $99.88 , $1.11 ,17,6,1,371,190,181,0,348,173,175,0,6%,9%,3%,0%
Gray,McLean,79057,42, $209.76 ," $8,810.00 ",93, $94.73 , $1.05 ,40,44,9,205,50,128,27,112,10,84,18,45%,79%,34%,34%
Gray,Pampa,79066,22, $153.59 ," $3,379.00 ",39, $86.64 , $0.96 ,13,19,7,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Gray,Lefors,79054,24, $250.96 ," $6,023.00 ",60, $100.38 , $1.12 ,23,34,3,61,18,22,21,18,0,0,18,98%,100%,100%,15%
Gray,Pampa,79065,821, $262.52 ," $215,529.00 ",2012, $107.12 , $1.19 ,1084,808,120,4139,1627,1982,530,2127,543,1174,410,49%,67%,41%,23%
Grayson,Gunter,75058,47, $322.83 ," $15,173.00 ",135, $112.39 , $1.25 ,79,50,6,497,229,242,25,361,150,192,19,27%,35%,21%,24%
Grayson,Bells,75414,89, $252.15 ," $22,441.00 ",231, $97.15 , $1.08 ,112,111,8,538,213,244,81,307,101,133,73,43%,53%,45%,10%
Grayson,Tom Bean,75489,38, $240.92 ," $9,155.00 ",90, $101.72 , $1.13 ,46,39,5,217,107,93,17,127,61,54,12,41%,43%,42%,29%
Grayson,Gordonville,76245,107, $223.12 ," $23,874.00 ",230, $103.80 , $1.15 ,97,111,22,262,0,163,99,129,0,52,77,88%,0%,68%,22%
Grayson,Sadler,76264,38, $273.55 ," $10,395.00 ",92, $112.99 , $1.26 ,49,37,6,88,6,72,10,39,0,35,4,100%,100%,52%,58%
Grayson,Denison,75021,491, $241.40 ," $118,526.00 ",1143, $103.70 , $1.15 ,537,547,59,1975,676,1097,202,832,139,550,143,58%,79%,50%,29%
Grayson,Southmayd,76268,25, $311.36 ," $7,784.00 ",60, $129.73 , $1.44 ,33,25,2,3,0,3,0,0,0,0,0,100%,0%,100%,0%
Grayson,Howe,75459,127, $276.17 ," $35,074.00 ",329, $106.61 , $1.18 ,178,140,11,719,278,353,89,391,100,213,78,46%,64%,40%,12%
Grayson,Denison,75020,1287, $243.61 ," $313,523.00 ",2947, $106.39 , $1.18 ,1433,1329,185,5405,1915,2826,664,2458,482,1497,479,55%,75%,47%,28%
Grayson,Sherman,75092,863, $245.11 ," $211,529.00 ",2005, $105.50 , $1.17 ,1003,885,117,3653,1199,2080,374,1648,196,1195,257,55%,84%,43%,31%
Grayson,Sherman,75090,1658, $253.74 ," $420,702.00 ",3829, $109.87 , $1.22 ,2169,1490,170,7838,3218,4133,486,4008,1049,2643,316,49%,67%,36%,35%
Grayson,Sherman,75091,85, $186.05 ," $15,814.00 ",158, $100.09 , $1.11 ,65,79,14,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Grayson,Pottsboro,75076,232, $238.76 ," $55,392.00 ",540, $102.58 , $1.14 ,253,267,20,1220,294,674,252,680,41,407,232,44%,86%,40%,8%
Gregg,Kilgore,75663,93, $269.44 ," $25,058.00 ",216, $116.01 , $1.29 ,115,86,15,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Gregg,Judson,75660,15, $196.27 ," $2,944.00 ",31, $94.97 , $1.06 ,14,14,3,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Gregg,Longview,75608,35, $200.23 ," $7,008.00 ",65, $107.82 , $1.20 ,29,31,5,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Gregg,Longview,75607,162, $197.69 ," $32,026.00 ",348, $92.03 , $1.02 ,162,165,21,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Gregg,Longview,75606,78, $202.21 ," $15,772.00 ",141, $111.86 , $1.24 ,59,74,8,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Gregg,Longview,75615,21, $218.71 ," $4,593.00 ",44, $104.39 , $1.16 ,20,19,5,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Gregg,Easton,75641,2, $103.50 , $207.00 ,2, $103.50 , $1.15 ,0,2,0,101,40,37,23,98,40,35,23,2%,0%,5%,0%
Gregg,Longview,75604,1515, $269.65 ," $408,525.00 ",3690, $110.71 , $1.23 ,2058,1523,109,6334,2661,3339,334,2644,603,1816,225,58%,77%,46%,33%
Gregg,White Oak,75693,237, $283.87 ," $67,278.00 ",595, $113.07 , $1.26 ,319,261,15,1292,474,623,195,697,155,362,180,46%,67%,42%,8%
Grimes,Shiro,77876,26, $236.81 ," $6,157.00 ",55, $111.95 , $1.24 ,23,24,8,66,0,16,50,42,0,0,42,83%,0%,100%,16%
Grimes,Roans Prairie,77875,6, $507.50 ," $3,045.00 ",23, $132.39 , $1.47 ,14,9,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Grimes,Anderson,77830,84, $200.76 ," $16,864.00 ",172, $98.05 , $1.09 ,80,70,22,477,60,331,86,325,0,261,64,36%,100%,21%,25%
Grimes,Iola,77861,71, $267.25 ," $18,975.00 ",170, $111.62 , $1.24 ,85,76,9,419,166,205,48,249,81,129,39,41%,51%,37%,19%
Guadalupe,Kingsbury,78638,80, $234.61 ," $18,769.00 ",153, $122.67 , $1.36 ,60,77,16,641,217,359,65,488,157,282,49,24%,28%,21%,25%
Guadalupe,Seguin,78155,2575, $264.83 ," $681,943.00 ",6325, $107.82 , $1.20 ,3372,2556,397,10527,3743,5378,1406,4202,371,2822,1009,60%,90%,48%,28%
Guadalupe,Seguin,78156,105, $222.58 ," $23,371.00 ",233, $100.30 , $1.11 ,115,99,19,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Guadalupe,MC Queeney,78123,115, $264.88 ," $30,461.00 ",294, $103.61 , $1.15 ,151,132,11,253,65,102,87,76,0,0,76,100%,100%,100%,13%
Guadalupe,Geronimo,78115,8, $129.50 ," $1,036.00 ",18, $57.56 , $0.64 ,8,9,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Guadalupe,Staples,78670,10, $425.00 ," $4,250.00 ",39, $108.97 , $1.21 ,23,14,2,4,0,0,4,2,0,0,2,100%,0%,0%,53%
Hale,Hale Center,79041,207, $247.80 ," $51,294.00 ",527, $97.33 , $1.08 ,261,220,46,1033,484,471,78,506,223,251,32,51%,54%,47%,59%
Hale,Cotton Center,79021,6, $330.33 ," $1,982.00 ",18, $110.11 , $1.22 ,8,10,0,50,37,13,0,32,29,3,0,36%,22%,76%,0%
Hale,Plainview,79072,1566, $277.15 ," $434,016.00 ",4352, $99.73 , $1.11 ,2426,1685,241,7427,3356,3160,910,3074,930,1475,669,59%,72%,53%,26%
Hale,Edmonson,79032,8, $363.13 ," $2,905.00 ",26, $111.73 , $1.24 ,14,10,2,32,17,12,2,5,3,2,0,82%,80%,82%,95%
Hale,Petersburg,79250,70, $255.30 ," $17,871.00 ",197, $90.72 , $1.01 ,103,76,18,424,160,177,87,227,57,101,69,46%,64%,43%,21%
Hale,Plainview,79073,95, $182.12 ," $17,301.00 ",203, $85.23 , $0.95 ,88,84,31,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Hall,Estelline,79233,9, $290.00 ," $2,610.00 ",33, $79.09 , $0.88 ,17,16,0,86,19,49,17,52,2,33,17,38%,87%,32%,0%
Hall,Turkey,79261,22, $206.00 ," $4,532.00 ",40, $113.30 , $1.26 ,15,16,9,238,111,91,36,198,96,75,27,17%,13%,18%,25%
Hall,Lakeview,79239,3, $94.00 , $282.00 ,3, $94.00 , $1.04 ,0,1,2,40,13,21,6,37,13,20,4,7%,0%,5%,31%
Hall,Memphis,79245,159, $242.84 ," $38,611.00 ",389, $99.26 , $1.10 ,193,160,36,677,211,354,113,289,18,194,77,57%,92%,45%,32%
Hamilton,Hamilton,76531,252, $208.65 ," $52,580.00 ",533, $98.65 , $1.10 ,208,270,55,764,154,413,198,286,0,143,143,70%,100%,65%,28%
Hamilton,Pottsville,76565,2, $410.50 , $821.00 ,5, $164.20 , $1.82 ,2,3,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Hansford,Gruver,79040,30, $255.47 ," $7,664.00 ",77, $99.53 , $1.11 ,48,21,8,203,78,108,17,126,30,87,9,38%,62%,19%,48%
Hansford,Morse,79062,3, $204.67 , $614.00 ,6, $102.33 , $1.14 ,4,2,0,91,44,47,0,85,40,45,0,7%,9%,4%,0%
Hansford,Spearman,79081,89, $249.33 ," $22,190.00 ",228, $97.32 , $1.08 ,133,66,29,1138,456,536,147,911,323,470,118,20%,29%,12%,20%
Hardeman,Chillicothe,79225,39, $239.85 ," $9,354.00 ",88, $106.30 , $1.18 ,42,38,8,172,56,57,58,83,14,19,50,51%,74%,66%,14%
Hardeman,Quanah,79252,174, $242.31 ," $42,162.00 ",410, $102.83 , $1.14 ,185,183,42,1241,382,647,212,831,197,464,170,33%,48%,28%,20%
Hardin,Saratoga,77585,63, $212.38 ," $13,380.00 ",133, $100.60 , $1.12 ,57,63,13,509,123,365,21,376,66,302,8,26%,46%,17%,62%
Hardin,Thicket,77374,12, $278.25 ," $3,339.00 ",34, $98.21 , $1.09 ,18,12,4,50,23,27,0,20,5,15,0,68%,79%,44%,0%
Hardin,Batson,77519,39, $281.74 ," $10,988.00 ",86, $127.77 , $1.42 ,41,38,7,225,61,132,33,140,20,94,26,38%,67%,29%,21%
Hardin,Kountze,77625,441, $263.29 ," $116,109.00 ",981, $118.36 , $1.32 ,436,496,49,2397,915,1188,294,1416,479,692,245,41%,48%,42%,17%
Hardin,Lumberton,77657,616, $264.66 ," $163,028.00 ",1505, $108.32 , $1.20 ,725,727,53,2274,928,1062,283,768,203,335,230,66%,78%,68%,19%
Hardin,Silsbee,77656,1180, $244.24 ," $288,207.00 ",2592, $111.19 , $1.24 ,1158,1279,155,3481,985,2097,399,1062,0,818,244,74%,100%,61%,39%
Hardin,Village Mills,77663,32, $284.72 ," $9,111.00 ",74, $123.12 , $1.37 ,34,36,4,50,0,31,19,15,0,0,15,100%,0%,100%,21%
Hardin,Votaw,77376,23, $171.17 ," $3,937.00 ",38, $103.61 , $1.15 ,10,21,7,267,95,129,42,228,85,108,35,14%,11%,16%,17%
Hardin,Sour Lake,77659,157, $264.13 ," $41,469.00 ",356, $116.49 , $1.29 ,172,167,17,444,138,256,50,122,0,89,33,80%,100%,65%,34%
Harris,Houston,77289,15, $271.60 ," $4,074.00 ",32, $127.31 , $1.41 ,16,12,4,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Houston,77089,1848, $266.24 ," $492,014.00 ",4390, $112.08 , $1.25 ,2300,1645,445,8683,3779,4234,670,4293,1479,2589,225,51%,61%,39%,66%
Harris,Cypress,77410,31, $422.19 ," $13,088.00 ",106, $123.47 , $1.37 ,63,42,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Houston,77287,17, $269.47 ," $4,581.00 ",36, $127.25 , $1.41 ,15,21,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Houston,77067,2748, $304.86 ," $837,745.00 ",7047, $118.88 , $1.32 ,4391,2404,252,12294,6142,5460,691,5246,1751,3056,439,57%,71%,44%,36%
Harris,Houston,77090,2491, $293.47 ," $731,025.00 ",6155, $118.77 , $1.32 ,3520,2465,170,10632,5095,5311,226,4477,1575,2846,56,58%,69%,46%,75%
Harris,Houston,77003,791, $272.93 ," $215,890.00 ",1863, $115.88 , $1.29 ,1031,726,106,4830,1983,2410,437,2967,952,1684,331,39%,52%,30%,24%
Harris,Houston,77092,2206, $279.11 ," $615,708.00 ",5124, $120.16 , $1.34 ,3350,1508,266,13787,5695,7260,831,8662,2345,5752,565,37%,59%,21%,32%
Harris,Houston,77208,2, $165.00 , $330.00 ,2, $165.00 , $1.83 ,0,2,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,La Porte,77571,1087, $282.05 ," $306,587.00 ",2671, $114.78 , $1.28 ,1500,1036,135,6471,2441,3512,518,3800,941,2476,383,41%,61%,30%,26%
Harris,Katy,77491,41, $257.51 ," $10,558.00 ",96, $109.98 , $1.22 ,51,37,8,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Houston,77236,26, $189.15 ," $4,918.00 ",51, $96.43 , $1.07 ,25,21,5,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Pasadena,77504,1352, $288.22 ," $389,679.00 ",3418, $114.01 , $1.27 ,2086,1172,160,7086,3022,3661,403,3668,936,2489,243,48%,69%,32%,40%
Harris,Houston,77007,508, $221.31 ," $112,426.00 ",955, $117.72 , $1.31 ,441,380,134,3914,844,2461,609,2959,403,2081,475,24%,52%,15%,22%
Harris,Houston,77071,1768, $250.40 ," $442,711.00 ",3801, $116.47 , $1.29 ,1961,1445,395,6220,2280,3274,666,2419,319,1829,271,61%,86%,44%,59%
Harris,Houston,77014,2272, $288.27 ," $654,951.00 ",5521, $118.63 , $1.32 ,3298,1941,282,11003,5387,5215,402,5483,2089,3274,120,50%,61%,37%,70%
Harris,Houston,77019,493, $222.51 ," $109,699.00 ",1004, $109.26 , $1.21 ,486,377,141,2584,454,1697,433,1612,0,1320,292,39%,100%,22%,33%
Harris,Houston,77011,1763, $261.88 ," $461,694.00 ",3996, $115.54 , $1.28 ,2341,1250,405,8907,3429,4556,922,4911,1088,3306,517,45%,68%,27%,44%
Harris,Pasadena,77507,3, $201.67 , $605.00 ,5, $121.00 , $1.34 ,2,3,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Houston,77061,1940, $280.39 ," $543,963.00 ",4462, $121.91 , $1.35 ,2802,1441,219,10154,3763,5924,467,5692,961,4483,248,44%,74%,24%,47%
Harris,Houston,77253,11, $185.55 ," $2,041.00 ",17, $120.06 , $1.33 ,5,9,3,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Houston,77233,131, $195.43 ," $25,601.00 ",234, $109.41 , $1.22 ,87,130,17,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Houston,77272,119, $261.22 ," $31,085.00 ",261, $119.10 , $1.32 ,131,117,13,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Houston,77215,39, $241.10 ," $9,403.00 ",86, $109.34 , $1.21 ,40,39,7,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Houston,77259,7, $339.00 ," $2,373.00 ",24, $98.88 , $1.10 ,13,11,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Houston,77248,21, $201.81 ," $4,238.00 ",35, $121.09 , $1.35 ,12,16,7,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Houston,77277,9, $170.89 ," $1,538.00 ",15, $102.53 , $1.14 ,6,8,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Houston,77013,1261, $301.13 ," $379,727.00 ",3156, $120.32 , $1.34 ,2080,947,129,6121,2629,3034,458,2965,549,2087,329,52%,79%,31%,28%
Harris,Houston,77088,4222, $276.94 ," $1,169,230.00 ",10217, $114.44 , $1.27 ,5856,3829,532,17114,7891,8137,1086,6897,2035,4308,554,60%,74%,47%,49%
Harris,Spring,77379,925, $282.32 ," $261,150.00 ",2281, $114.49 , $1.27 ,1233,881,167,4968,1574,3175,218,2686,341,2294,51,46%,78%,28%,77%
Harris,Webster,77598,869, $262.90 ," $228,456.00 ",1972, $115.85 , $1.29 ,1118,774,80,5433,1773,3530,130,3461,655,2756,50,36%,63%,22%,61%
Harris,Houston,77091,2827, $261.00 ," $737,856.00 ",6300, $117.12 , $1.30 ,3493,2492,315,10232,4175,5152,904,3931,682,2660,589,62%,84%,48%,35%
Harris,Houston,77043,971, $300.47 ," $291,755.00 ",2513, $116.10 , $1.29 ,1696,697,120,6892,3061,3473,358,4379,1365,2776,238,36%,55%,20%,34%
Harris,Houston,77029,1267, $272.22 ," $344,900.00 ",2991, $115.31 , $1.28 ,1713,1033,245,6999,2697,3281,1021,4008,984,2248,776,43%,64%,31%,24%
Harris,Alief,77411,90, $262.90 ," $23,661.00 ",203, $116.56 , $1.30 ,99,90,14,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Channelview,77530,1686, $319.90 ," $539,350.00 ",4606, $117.10 , $1.30 ,2972,1478,156,10303,4988,4980,335,5697,2016,3502,179,45%,60%,30%,47%
Harris,Houston,77266,26, $114.85 ," $2,986.00 ",28, $106.64 , $1.18 ,1,19,8,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Houston,77001,19, $166.58 ," $3,165.00 ",28, $113.04 , $1.26 ,8,20,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Houston,77269,45, $247.31 ," $11,129.00 ",110, $101.17 , $1.12 ,57,48,5,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Houston,77255,54, $314.80 ," $16,999.00 ",144, $118.05 , $1.31 ,83,53,8,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Houston,77210,4, $155.50 , $622.00 ,6, $103.67 , $1.15 ,0,5,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Houston,77005,45, $154.69 ," $6,961.00 ",60, $116.02 , $1.29 ,14,25,21,833,128,512,193,773,114,487,172,7%,11%,5%,11%
Harris,La Porte,77572,27, $199.22 ," $5,379.00 ",47, $114.45 , $1.27 ,14,25,8,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Houston,77015,3249, $311.31 ," $1,011,442.00 ",8539, $118.45 , $1.32 ,5455,2801,283,17284,7668,8994,622,8745,2213,6193,339,49%,71%,31%,45%
Harris,Houston,77006,269, $194.09 ," $52,210.00 ",396, $131.84 , $1.46 ,143,208,45,3518,348,2752,418,3122,205,2544,373,11%,41%,8%,11%
Harris,Houston,77271,39, $251.97 ," $9,827.00 ",78, $125.99 , $1.40 ,30,43,5,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Harris,Pasadena,77502,2197, $298.18 ," $655,099.00 ",5717, $114.59 , $1.27 ,3553,1854,310,11190,5685,5053,452,5473,2132,3199,142,51%,62%,37%,69%
Harris,Houston,77048,1732, $274.21 ," $474,940.00 ",4048, $117.33 , $1.30 ,2208,1660,180,5342,2180,2700,461,1321,0,1040,281,76%,100%,61%,39%
Harris,Houston,77094,53, $223.19 ," $11,829.00 ",104, $113.74 , $1.26 ,44,42,18,283,44,239,0,197,0,197,0,37%,100%,18%,0%
Harris,Humble,77338,1916, $288.31 ," $552,400.00 ",4934, $111.96 , $1.24 ,2863,1866,205,8400,3228,4624,548,3466,365,2758,343,59%,89%,40%,37%
Harris,Houston,77095,1291, $275.50 ," $355,669.00 ",3082, $115.40 , $1.28 ,1621,1186,275,5750,2132,3170,448,2668,511,1984,173,54%,76%,37%,61%
